timestamp,back_x,back_y,back_z,thigh_x,thigh_y,thigh_z,label
2019-01-12 00:00:00.000,-0.7602415495758507,0.2995702077922794,0.4685697585421129,-5.092731893159047,-0.2986439462890465,0.7094393132553707,6
2019-01-12 00:00:00.010,-0.5301384612971402,0.2818800455400766,0.3199869592000484,0.9005472945185086,0.2869438209726433,0.3403088175851045,6
2019-01-12 00:00:00.020,-1.170921965312795,0.1863529365957872,-0.1670098008163029,-0.0354421048355582,-0.0784234072394277,-0.5152121964956222,6
2019-01-12 00:00:00.030,-0.6487717053834511,0.0165787494914686,-0.0542838130257472,-1.5542484353902712,-0.9509776755325698,-0.2211403085585146,6
2019-01-12 00:00:00.040,-0.3550710244586012,-0.0518309832455381,-0.1134186861474665,-0.5474707818697858,0.140903166334082,-0.6537820571556622,6
2019-01-12 00:00:00.050,-0.3799271683919688,-0.09645469940949,-0.0241930046165581,-0.9518156717096372,0.2315396517117165,-0.4363021510826257,6
2019-01-12 00:00:00.060,-1.1870884716859984,-0.005508448819154,0.0566829756550049,-0.5207711158186302,0.1547553893515811,-0.232139713180862,6
2019-01-12 00:00:00.070,-1.7302443741477105,0.0509415310134805,0.0179511994051251,-1.4182642990373862,-0.0813810735006227,-0.0566482895576553,6
2019-01-12 00:00:00.080,-0.8413685953780567,0.1298787483170969,0.1224887080693561,-0.9546521955634356,-0.2935860885302867,-0.1846597897191008,6
2019-01-12 00:00:00.090,-1.1600281554389842,0.330168729277477,0.1399463578339355,-1.1273125016562957,0.2523380668486815,-0.3461801540097443,6
2019-01-12 00:00:00.100,-0.8045521852876948,0.151721461611226,0.1889322350377415,-0.7460378670295368,0.1786949449125604,-0.3776308540183153,6
2019-01-12 00:00:00.110,-1.0761709453641537,0.0507523751383686,0.1156572422291549,-1.0295140907137148,-0.2861963913019506,-0.2548284170840649,6
2019-01-12 00:00:00.120,-0.9721512899216738,0.0070151301136203,0.1010222751182439,-0.9690771284462472,-0.2094838197148772,-0.1358064858531719,6
2019-01-12 00:00:00.130,-0.9924299955308736,0.0460295762924426,0.0887592968325868,-1.1411066727611834,0.0337551758338344,-0.0291280095537469,6
2019-01-12 00:00:00.140,-0.9246248905525296,0.0826665389809817,0.0858335485906405,-0.8866318493899612,-0.0109565276338117,-0.1005458319396606,6
2019-01-12 00:00:00.150,-1.010945907832405,0.0853985870808873,0.084527610374826,-1.053119309269248,-0.0352211654297632,-0.2099901396075579,6
2019-01-12 00:00:00.160,-0.9455725139092462,0.0760260477329343,0.1019361696897498,-0.8609322506409852,0.0481819333539493,-0.3523268471317994,6
2019-01-12 00:00:00.170,-0.993791887227658,0.0823318787227205,0.1092178618160327,-0.9812296214621192,0.015263704641123,-0.3717186451068175,6
2019-01-12 00:00:00.180,-0.9756398585822892,0.0760055774279258,0.0945400242532049,-0.8667593562555647,-0.089153874792926,-0.3279672707460788,6
